"id","MMSI","BaseDateTime","LAT","LON","SOG","COG","Heading","VesselName","IMO","CallSign","VesselType","Status","Length","Width","Draft","Cargo","TransceiverClass"
7314495,367640910,"2023-05-29 19:38:14",29.69103,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7314621,367640910,"2023-05-29 21:45:25",29.69102,-91.09846,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7316391,367640910,"2023-05-29 21:47:45",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7320068,367640910,"2023-05-29 21:46:34",29.691,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7320097,367640910,"2023-05-29 21:40:55",29.69099,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7335063,367640910,"2023-05-29 21:48:55",29.69097,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7340350,367640910,"2023-05-29 21:51:04",29.69094,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7368782,367640910,"2023-05-29 21:53:24",29.69099,-91.09847,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7368871,367640910,"2023-05-29 21:56:46",29.69099,-91.09845,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7377490,367640910,"2023-05-29 21:52:16",29.69095,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7377493,367640910,"2023-05-29 21:59:05",29.69099,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7381382,367640910,"2023-05-29 21:55:34",29.69099,-91.09848,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7390169,367640910,"2023-05-29 21:54:25",29.69104,-91.09858,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7390244,367640910,"2023-05-29 22:01:06",29.69097,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7400701,367640910,"2023-05-29 22:00:05",29.69097,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7408798,367640910,"2023-05-29 21:57:55",29.69098,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7420043,367640910,"2023-05-29 22:02:14",29.691,-91.09848,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7424020,367640910,"2023-05-29 22:06:54",29.69094,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7429511,367640910,"2023-05-29 22:05:45",29.69095,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7436277,367640910,"2023-05-29 06:17:34",29.69093,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7438312,367640910,"2023-05-29 22:04:35",29.69102,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7449202,367640910,"2023-05-29 22:11:35",29.691,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7453382,367640910,"2023-05-29 22:09:16",29.69096,-91.09846,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7465833,367640910,"2023-05-29 22:10:25",29.69096,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7465890,367640910,"2023-05-29 22:12:45",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7474966,367640910,"2023-05-29 22:15:05",29.69099,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7477016,367640910,"2023-05-29 22:16:14",29.69101,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7486974,367640910,"2023-05-29 22:17:26",29.69101,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7489746,367640910,"2023-05-29 22:13:55",29.69098,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7506056,367640910,"2023-05-29 22:22:04",29.69099,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7514897,367640910,"2023-05-29 20:11:06",29.69098,-91.09834,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7533025,367640910,"2023-05-29 22:25:35",29.69106,-91.09853,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7536127,367640910,"2023-05-29 22:19:45",29.69102,-91.09845,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7539619,367640910,"2023-05-29 22:27:54",29.69104,-91.09846,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7556357,367640910,"2023-05-29 22:30:15",29.691,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7556364,367640910,"2023-05-29 22:23:16",29.69098,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7563441,367640910,"2023-05-29 22:31:26",29.69101,-91.09848,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7565788,367640910,"2023-05-29 22:32:34",29.69102,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7573774,367640910,"2023-05-29 20:15:35",29.69101,-91.09837,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7583749,367640910,"2023-05-29 22:29:04",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7594082,367640910,"2023-05-29 22:37:05",29.69096,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7597421,367640910,"2023-05-29 22:34:55",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7603022,367640910,"2023-05-29 22:36:04",29.691,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7615207,367640910,"2023-05-29 06:26:55",29.69092,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7618395,367640910,"2023-05-29 20:24:25",29.69104,-91.09835,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7622084,367640910,"2023-05-29 22:40:34",29.691,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7626142,367640910,"2023-05-29 22:41:45",29.69103,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7627983,367640910,"2023-05-29 22:38:15",29.69098,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7640383,367640910,"2023-05-29 22:44:04",29.69102,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7644213,367640910,"2023-05-29 22:45:15",29.69101,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7656768,367640910,"2023-05-29 20:29:05",29.691,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7661088,367640910,"2023-05-29 22:46:25",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7667654,367640910,"2023-05-29 22:47:35",29.69097,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7670125,367640910,"2023-05-29 22:49:54",29.69103,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7682121,367640910,"2023-05-29 22:52:15",29.69098,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7682210,367640910,"2023-05-29 06:29:15",29.69098,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7692039,367640910,"2023-05-29 22:51:06",29.691,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7698715,367640910,"2023-05-29 22:54:36",29.691,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7706409,367640910,"2023-05-29 22:56:54",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7716430,367640910,"2023-05-29 22:58:05",29.69096,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7723536,367640910,"2023-05-29 23:00:04",29.691,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7730936,367640910,"2023-05-29 23:01:16",29.69095,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7757209,367640910,"2023-05-29 20:42:05",29.69096,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7759365,367640910,"2023-05-29 23:04:46",29.69101,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7768467,367640910,"2023-05-29 23:07:05",29.69105,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7774489,367640910,"2023-05-29 23:03:35",29.69099,-91.09837,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7776485,367640910,"2023-05-29 23:09:26",29.69102,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7792082,367640910,"2023-05-29 23:10:35",29.69096,-91.09835,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7794345,367640910,"2023-05-29 23:11:44",29.69101,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7801098,367640910,"2023-05-29 23:12:55",29.69103,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7802915,367640910,"2023-05-29 23:08:15",29.69098,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7815224,367640910,"2023-05-29 20:51:14",29.69109,-91.09822,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7822264,367640910,"2023-05-29 23:14:04",29.69098,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7822274,367640910,"2023-05-29 23:17:34",29.69102,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7825970,367640910,"2023-05-29 23:15:16",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7831091,367640910,"2023-05-29 23:16:24",29.691,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7836280,367640910,"2023-05-29 23:21:04",29.69098,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7853519,367640910,"2023-05-29 20:57:05",29.69106,-91.09846,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7853535,367640910,"2023-05-29 23:19:55",29.69098,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7853558,367640910,"2023-05-29 23:24:25",29.69103,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7853579,367640910,"2023-05-29 23:23:15",29.69103,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7864810,367640910,"2023-05-29 23:18:45",29.69104,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7869630,367640910,"2023-05-29 23:25:34",29.69094,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7884593,367640910,"2023-05-29 23:30:14",29.69107,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7888952,367640910,"2023-05-29 23:22:05",29.69104,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7890983,367640910,"2023-05-29 23:26:44",29.69106,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7914995,367640910,"2023-05-29 23:27:55",29.69103,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7925158,367640910,"2023-05-29 23:37:54",29.69103,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7945928,367640910,"2023-05-29 23:39:56",29.69099,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7951643,367640910,"2023-05-29 23:38:55",29.69099,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7954895,367640910,"2023-05-29 23:34:25",29.69105,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7959883,367640910,"2023-05-29 23:43:15",29.691,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7967314,367640910,"2023-05-29 23:42:14",29.69094,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7986307,367640910,"2023-05-29 21:15:24",29.691,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7986310,367640910,"2023-05-29 23:45:34",29.69099,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7987757,367640910,"2023-05-29 23:46:44",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7987768,367640910,"2023-05-29 21:16:35",29.691,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7991740,367640910,"2023-05-29 21:17:45",29.69099,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7996861,367640910,"2023-05-29 23:47:54",29.69097,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7996869,367640910,"2023-05-29 23:49:04",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
7999674,367640910,"2023-05-29 23:51:24",29.69095,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8015701,367640910,"2023-05-29 23:50:15",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8027573,367640910,"2023-05-29 23:54:54",29.69094,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8036427,367640910,"2023-05-29 23:56:05",29.69097,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8042558,367640910,"2023-05-29 23:57:15",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8053304,367640910,"2023-05-29 23:59:35",29.69098,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8063709,367640910,"2023-05-29 06:43:15",29.69103,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8075787,367640910,"2023-05-29 21:39:45",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8078304,367640910,"2023-05-29 06:50:15",29.69095,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8078411,367640910,"2023-05-29 06:51:24",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8089726,367640910,"2023-05-29 21:49:56",29.69099,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8097945,367640910,"2023-05-29 07:05:05",29.69101,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8109539,367640910,"2023-05-29 22:03:25",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8136895,367640910,"2023-05-29 22:18:35",29.691,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8139671,367640910,"2023-05-29 22:20:55",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8150141,367640910,"2023-05-29 22:26:45",29.69102,-91.09849,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8173011,367640910,"2023-05-29 22:42:55",29.69097,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8176159,367640910,"2023-05-29 07:57:25",29.69097,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8190787,367640910,"2023-05-29 08:07:04",29.69103,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8195627,367640910,"2023-05-29 08:11:45",29.69096,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8198490,367640910,"2023-05-29 08:12:54",29.69104,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8200207,367640910,"2023-05-29 22:59:15",29.69098,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8202931,367640910,"2023-05-29 08:16:16",29.69094,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8207433,367640910,"2023-05-29 08:18:35",29.69096,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8215993,367640910,"2023-05-29 08:23:16",29.69101,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8251407,367640910,"2023-05-29 08:52:04",29.69102,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8253974,367640910,"2023-05-29 23:31:15",29.69101,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8257053,367640910,"2023-05-29 08:54:24",29.691,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8265476,367640910,"2023-05-29 23:36:45",29.69108,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8287504,367640910,"2023-05-29 23:52:34",29.69095,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8296913,367640910,"2023-05-29 09:20:55",29.69101,-91.09845,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8296962,367640910,"2023-05-29 23:58:24",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8301772,367640910,"2023-05-29 09:25:34",29.69096,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8306249,367640910,"2023-05-29 09:30:16",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8306271,367640910,"2023-05-29 09:31:25",29.69101,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8314124,367640910,"2023-05-29 09:44:05",29.69104,-91.09836,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8327261,367640910,"2023-05-29 10:02:25",29.69099,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8335722,367640910,"2023-05-29 10:11:54",29.69094,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8338394,367640910,"2023-05-29 10:15:24",29.69094,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8338512,367640910,"2023-05-29 10:16:34",29.69092,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8340424,367640910,"2023-05-29 10:19:55",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8354913,367640910,"2023-05-29 10:38:04",29.69095,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8358632,367640910,"2023-05-29 10:42:55",29.69099,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8360049,367640910,"2023-05-29 10:44:05",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8392804,367640910,"2023-05-29 11:25:06",29.69104,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8419258,367640910,"2023-05-29 11:58:26",29.69098,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8419286,367640910,"2023-05-29 12:01:14",29.691,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8422878,367640910,"2023-05-29 12:03:26",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8426085,367640910,"2023-05-29 12:08:04",29.691,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8429557,367640910,"2023-05-29 12:11:34",29.69099,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8439814,367640910,"2023-05-29 12:25:35",29.69098,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8450614,367640910,"2023-05-29 12:38:15",29.69092,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8462802,367640910,"2023-05-29 12:52:25",29.69096,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8464969,367640910,"2023-05-29 12:55:55",29.69096,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8468275,367640910,"2023-05-29 13:02:25",29.69094,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8470962,367640910,"2023-05-29 13:03:34",29.69094,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8474170,367640910,"2023-05-29 13:09:24",29.69096,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8478288,367640910,"2023-05-29 13:15:15",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8495495,367640910,"2023-05-29 13:33:45",29.69099,-91.09845,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8504939,367640910,"2023-05-29 13:46:25",29.691,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8516479,367640910,"2023-05-29 13:58:14",29.69101,-91.09848,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8516531,367640910,"2023-05-29 14:01:14",29.69103,-91.09846,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8520760,367640910,"2023-05-29 14:08:06",29.69105,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8527997,367640910,"2023-05-29 14:12:45",29.69099,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8533973,367640910,"2023-05-29 14:23:06",29.69095,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8543058,367640910,"2023-05-29 14:33:15",29.69102,-91.09845,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8546327,367640910,"2023-05-29 14:34:24",29.69102,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8550408,367640910,"2023-05-29 14:38:56",29.69095,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8559253,367640910,"2023-05-29 14:51:34",29.69099,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8570912,367640910,"2023-05-29 15:04:45",29.69106,-91.09841,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8573598,367640910,"2023-05-29 15:08:24",29.69103,-91.0984,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8582381,367640910,"2023-05-29 15:18:55",29.69102,-91.09844,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8591479,367640910,"2023-05-29 15:30:35",29.69099,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8597590,367640910,"2023-05-29 15:38:44",29.69097,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8605466,367640910,"2023-05-29 15:46:54",29.69102,-91.09838,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8618477,367640910,"2023-05-29 16:01:15",29.69098,-91.09839,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8622306,367640910,"2023-05-29 16:04:55",29.69098,-91.09842,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
8622330,367640910,"2023-05-29 16:06:05",29.691,-91.09843,102.3,360,511,"MASON G","IMO9773076","WDH6713",60,0,48,9,2.5,40,"A"
